Comunicação em poucas palavras e como desenvolver PMs sem bullsh**agem - Papo na Arena #34          , NA                                                                           , https://www.youtube.com/watch?v=jvWFkhjd4iA       ,                                            ,                                            ,   ,
O direito de se desconectar e quando microgerenciamento não é ruim - Papo na Arena #33              , NA                                                                           , https://www.youtube.com/watch?v=1qznxnxz-hQ       ,                                            ,                                            ,   ,
O flop do AI Pin e a relação do Poker com Produto - Papo na Arena #32                               , NA                                                                           , https://www.youtube.com/watch?v=tHoLSaJSymY       ,                                            ,                                            ,   ,
Ninguém liga para o seu processo - Papo na Arena #31                                                , NA                                                                           , https://www.youtube.com/watch?v=CdtUOrwQQEI       ,                                            ,                                            ,   ,
A.I. e Futebol dá jogo? Como se tornar um PM mais técnico - Papo na Arena #30                       , NA                                                                           , https://www.youtube.com/watch?v=suWAYoNoCj8       ,                                            ,                                            ,   ,
Cagan ON FIRE! - Papo na Arena #29                                                                  , NA                                                                           , https://www.youtube.com/watch?v=rocthk-PcHY       ,                                            ,                                            ,   ,
A métrica de sucesso para Product Leaders e já imaginou a internet sem ads? - Papo na Arena #28     , NA                                                                           , https://www.youtube.com/watch?v=ax0HXsyi9xY       ,                                            ,                                            ,   ,
Ideia boa é ideia na rua; um podcast feito por AI - Papo na Arena #27                               , NA                                                                           , https://www.youtube.com/watch?v=SJ-JTwdBtQk       ,                                            ,                                            ,   ,
Product Hero - Kewin Moya - Papo na Arena                                                           , NA                                                                           , https://www.youtube.com/watch?v=-I4SDdkZT6o       ,                                            ,                                            ,   ,
Apple Vision Pro: será que chegou a "the next big thing?" - Papo na Arena #25                       , NA                                                                           , https://www.youtube.com/watch?v=9oudl3f6WCo       ,                                            ,                                            ,   ,
PMs e Zona de conforto                                                                              , Palworld e esportes na Netflix - Papo na Arena #24                           , NA                                                , https://www.youtube.com/watch?v=qGFGrS1zPMs,                                            ,   ,
Papo na Arena #23 - PMs precisam postar na Linkedisney pra ter sucesso?                             , NA                                                                           , https://www.youtube.com/watch?v=VRKREVXlr5k       ,                                            ,                                            ,   ,
Papo na Arena #22 - Como a galera tá usando o ChatGPT no dia a dia?                                 , NA                                                                           , https://www.youtube.com/watch?v=fWEQ6sWa-1k       ,                                            ,                                            ,   ,
Papo na Arena #21 - As previsões que ninguém pediu sobre A.I. e Produto em 2024                     , NA                                                                           , https://www.youtube.com/watch?v=tT8ytrU2Dtw       ,                                            ,                                            ,   ,
Papo na Arena #20 - Retrospectiva produteira de 2023                                                , NA                                                                           , https://www.youtube.com/watch?v=WhLBobywE0Q       ,                                            ,                                            ,   ,
Papo na Arena #19 - Lições aprendidas quando um produto falha e o que não pode faltar no planejam..., NA                                                                           , https://www.youtube.com/watch?v=WfnBV5sENI4       ,                                            ,                                            ,   ,
Papo na Arena #18 - CAOS na OpenAI e a nova entrevista do CEO do Airbnb                             , NA                                                                           , https://www.youtube.com/watch?v=2iuOrg3qgQA       ,                                            ,                                            ,   ,
Papo na Arena #17 - Como foi o evento da OpenAI e as demissões de PMs no Snapchat                   , NA                                                                           , https://www.youtube.com/watch?v=C09h9l5HU3A       ,                                            ,                                            ,   ,
Papo na Arena #16 - Como freemium quase matou uma startup                                           , o "Brasil é o país do WhatsApp"                                              , o que...                                          , NA                                         , https://www.youtube.com/watch?v=ki9KCT_EKa8,   ,
Papo na Arena #15 - A transição de Product Manager para Product Leader; vale a pena mensurar tudo..., NA                                                                           , https://www.youtube.com/watch?v=oL-43-nZ9FE       ,                                            ,                                            ,   ,
Papo na Arena #14 - Big Vape e a história do pen drive de fumar Juul                                , Testes de Suposição: o que ...                                               , NA                                                , https://www.youtube.com/watch?v=Cz1BbPXVTwg,                                            ,   ,
Papo na Arena #13 - Highlights do Product Leader Summit                                             , com Arthur Castro e Pablo Silva                                              , NA                                                , https://www.youtube.com/watch?v=8LMkuv1QAyc,                                            ,   ,
Papo na Arena #12 - Como foi o Product Ops Summit? com Dudu Magalhães e Larissa de Carvalho         , NA                                                                           , https://www.youtube.com/watch?v=Cxc9llnZnsw       ,                                            ,                                            ,   ,
Product Hero - Gabriella Fraga (Head of Product no iFood)                                           , NA                                                                           , https://www.youtube.com/watch?v=RauTItjcQsM       ,                                            ,                                            ,   ,
Papo na Arena #11 - A nova versão do Rayban Meta e as novidades de A.I. do ChatGPT                  , NA                                                                           , https://www.youtube.com/watch?v=RA0dHE_s8RA       ,                                            ,                                            ,   ,
Papo na Arena #10 - O quanto PMs precisam saber de finanças? Whatsapp e a corrida do superapp e o..., NA                                                                           , https://www.youtube.com/watch?v=vqioOgBbUl8       ,                                            ,                                            ,   ,
Papo na Arena #09 - Data driven vs. Decision Driven; Pricing vs. Mudanças de estratégia; Mais um ..., NA                                                                           , https://www.youtube.com/watch?v=OctrsPUTSY0       ,                                            ,                                            ,   ,
Papo na Arena #08: Como foi o evento da Apple?                                                      , NA                                                                           , https://www.youtube.com/watch?v=zB1uDqWTH9M       ,                                            ,                                            ,   ,
Papo na Arena #07 - Agile Coaches podem ser Product Coaches?                                        , NA                                                                           , https://www.youtube.com/watch?v=ol-_f-mQwms       ,                                            ,                                            ,   ,
Papo na Arena #06 - Matar ou não uma feature? A cidade que pode ser o novo point tech               , uma A.I. q...                                                                , NA                                                , https://www.youtube.com/watch?v=zNANGnnYNfw,                                            ,   ,
